"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016266","BP","GO:0016266","O-glycan processing","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"GALNT15/GCNT4",2
"GO:0032735","BP","GO:0032735","positive regulation of interleukin-12 production","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"LEP/PLCG2",2
"GO:0032814","BP","GO:0032814","regulation of natural killer cell activation","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"LEP/PTPN22",2
"GO:0051955","BP","GO:0051955","regulation of amino acid transport","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"LEP/HTR1B",2
"GO:0070296","BP","GO:0070296","sarcoplasmic reticulum calcium ion transport","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"ATP2A2/CHD7",2
"GO:0072528","BP","GO:0072528","pyrimidine-containing compound biosynthetic process","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"CTPS1/SLC19A3",2
"GO:1904037","BP","GO:1904037","positive regulation of epithelial cell apoptotic process","2/238","43/18870",0.102210076487075,0.370457250162704,0.31473712254226,"THBS1/RGCC",2
"GO:0015844","BP","GO:0015844","monoamine transport","3/238","89/18870",0.102580988087848,0.370457250162704,0.31473712254226,"GDNF/GPM6B/HTR1B",3
"GO:0021954","BP","GO:0021954","central nervous system neuron development","3/238","89/18870",0.102580988087848,0.370457250162704,0.31473712254226,"RAC3/LEP/ADARB1",3
"GO:0046849","BP","GO:0046849","bone remodeling","3/238","89/18870",0.102580988087848,0.370457250162704,0.31473712254226,"LEP/PDK4/HTR1B",3
"GO:0055017","BP","GO:0055017","cardiac muscle tissue growth","3/238","89/18870",0.102580988087848,0.370457250162704,0.31473712254226,"PDLIM5/CITED2/NOG",3
"GO:0031400","BP","GO:0031400","negative regulation of protein modification process","9/238","437/18870",0.102794978064078,0.370808672290169,0.31503568759706,"DUSP1/KLF15/ERRFI1/PRR5L/MYADM/PRKAG2/ADARB1/PTPN22/TPPP",9
"GO:0046887","BP","GO:0046887","positive regulation of hormone secretion","4/238","141/18870",0.10329490773561,0.372189588190213,0.316208901231459,"IRS2/INHBB/LEP/MYRIP",4
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","8/238","376/18870",0.104411525318247,0.375786894067258,0.319265139704719,"DUSP1/ERRFI1/IRS2/PRR5L/MYADM/PRKAG2/ADARB1/PTPN22",8
"GO:0006029","BP","GO:0006029","proteoglycan metabolic process","3/238","90/18870",0.105182167656773,0.378132272413151,0.321257751892859,"CHST7/CHSY3/COL11A1",3
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","8/238","377/18870",0.105584394239188,0.378448294400437,0.32152624130937,"DUSP1/ERRFI1/IRS2/PRR5L/MYADM/PRKAG2/ADARB1/PTPN22",8
"GO:0031334","BP","GO:0031334","positive regulation of protein-containing complex assembly","5/238","198/18870",0.106119944636011,0.378448294400437,0.32152624130937,"NAV3/CDC42EP3/PLCG2/PTPN22/TPPP",5
"GO:0006509","BP","GO:0006509","membrane protein ectodomain proteolysis","2/238","44/18870",0.10622274342517,0.378448294400437,0.32152624130937,"TIMP4/MMP7",2
"GO:0009409","BP","GO:0009409","response to cold","2/238","44/18870",0.10622274342517,0.378448294400437,0.32152624130937,"FOXO1/HSPA2",2
"GO:0010463","BP","GO:0010463","mesenchymal cell proliferation","2/238","44/18870",0.10622274342517,0.378448294400437,0.32152624130937,"IRS2/TGFBR2",2
"GO:0046640","BP","GO:0046640","regulation of alpha-beta T cell proliferation","2/238","44/18870",0.10622274342517,0.378448294400437,0.32152624130937,"TGFBR2/PTPN22",2
"GO:0090051","BP","GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","2/238","44/18870",0.10622274342517,0.378448294400437,0.32152624130937,"THBS1/DLL4",2
"GO:2000300","BP","GO:2000300","regulation of synaptic vesicle exocytosis","2/238","44/18870",0.10622274342517,0.378448294400437,0.32152624130937,"ATP2A2/HTR1B",2
"GO:0043588","BP","GO:0043588","skin development","7/238","317/18870",0.107385882903074,0.381109633742063,0.323787291096152,"ERRFI1/ALOX15B/NCOA3/EDA/APCDD1/COMP/LGR5",7
"GO:0030073","BP","GO:0030073","insulin secretion","5/238","199/18870",0.107804917159604,0.381109633742063,0.323787291096152,"IRS2/FOXO1/INHBB/LEP/MYRIP",5
"GO:0001843","BP","GO:0001843","neural tube closure","3/238","91/18870",0.107809175813126,0.381109633742063,0.323787291096152,"CITED2/SPINT2/NOG",3
"GO:0002220","BP","GO:0002220","innate immune response activating cell surface receptor signaling pathway","3/238","91/18870",0.107809175813126,0.381109633742063,0.323787291096152,"PIK3R1/PLCG2/PTPN22",3
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization","3/238","91/18870",0.107809175813126,0.381109633742063,0.323787291096152,"NAV3/CDC42EP3/TPPP",3
"GO:0060021","BP","GO:0060021","roof of mouth development","3/238","91/18870",0.107809175813126,0.381109633742063,0.323787291096152,"TGFBR2/PKDCC/CHD7",3
"GO:0097581","BP","GO:0097581","lamellipodium organization","3/238","91/18870",0.107809175813126,0.381109633742063,0.323787291096152,"ABLIM1/PIK3R1/PDPN",3
"GO:0006164","BP","GO:0006164","purine nucleotide biosynthetic process","6/238","258/18870",0.108937198220417,0.383903648681629,0.326161060868596,"NNMT/ACSL1/ACSS1/PRKAG2/GUCY2D/PDK4",6
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","8/238","380/18870",0.109146900403914,0.383903648681629,0.326161060868596,"ZBTB16/IRS2/TGFBR2/THBS1/NR4A3/LEP/PTPN22/IGFBP2",8
"GO:0010565","BP","GO:0010565","regulation of cellular ketone metabolic process","4/238","144/18870",0.109358560561067,0.383903648681629,0.326161060868596,"IRS2/NR4A3/PRKAG2/PDK4",4
"GO:0001504","BP","GO:0001504","neurotransmitter uptake","2/238","45/18870",0.110277256170636,0.383903648681629,0.326161060868596,"GDNF/GPM6B",2
"GO:0014014","BP","GO:0014014","negative regulation of gliogenesis","2/238","45/18870",0.110277256170636,0.383903648681629,0.326161060868596,"DAAM2/NOG",2
"GO:0034331","BP","GO:0034331","cell junction maintenance","2/238","45/18870",0.110277256170636,0.383903648681629,0.326161060868596,"SORT1/MTSS1",2
"GO:0043647","BP","GO:0043647","inositol phosphate metabolic process","2/238","45/18870",0.110277256170636,0.383903648681629,0.326161060868596,"INPP5A/PLCG2",2
"GO:0071604","BP","GO:0071604","transforming growth factor beta production","2/238","45/18870",0.110277256170636,0.383903648681629,0.326161060868596,"THBS1/SERPINF2",2
"GO:0060606","BP","GO:0060606","tube closure","3/238","92/18870",0.110461604788523,0.383903648681629,0.326161060868596,"CITED2/SPINT2/NOG",3
"GO:0032388","BP","GO:0032388","positive regulation of intracellular transport","5/238","201/18870",0.111214102552584,0.383903648681629,0.326161060868596,"STOM/PRR5L/FZD5/PIK3R1/LEP",5
"GO:0030534","BP","GO:0030534","adult behavior","4/238","145/18870",0.111414704232232,0.383903648681629,0.326161060868596,"GDNF/LEP/NRXN3/CHD7",4
"GO:0045834","BP","GO:0045834","positive regulation of lipid metabolic process","4/238","145/18870",0.111414704232232,0.383903648681629,0.326161060868596,"IRS2/NR4A3/CCN1/SORBS1",4
"GO:0046165","BP","GO:0046165","alcohol biosynthetic process","4/238","145/18870",0.111414704232232,0.383903648681629,0.326161060868596,"IMPA2/GCH1/LEP/PLCG2",4
"GO:2001235","BP","GO:2001235","positive regulation of apoptotic signaling pathway","4/238","145/18870",0.111414704232232,0.383903648681629,0.326161060868596,"THBS1/ATF3/INHBB/SEPTIN4",4
"GO:0001935","BP","GO:0001935","endothelial cell proliferation","5/238","202/18870",0.11293816446303,0.383903648681629,0.326161060868596,"THBS1/LEP/COL4A3/RGCC/DLL4",5
"GO:0001942","BP","GO:0001942","hair follicle development","3/238","93/18870",0.113139044774529,0.383903648681629,0.326161060868596,"EDA/APCDD1/LGR5",3
"GO:0055006","BP","GO:0055006","cardiac cell development","3/238","93/18870",0.113139044774529,0.383903648681629,0.326161060868596,"PDLIM5/ALPK3/NEBL",3
"GO:1901606","BP","GO:1901606","alpha-amino acid catabolic process","3/238","93/18870",0.113139044774529,0.383903648681629,0.326161060868596,"GLUL/PRODH/ADHFE1",3
"GO:1904705","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","3/238","93/18870",0.113139044774529,0.383903648681629,0.326161060868596,"ADAMTS1/NR4A3/HTR1B",3
"GO:0005978","BP","GO:0005978","glycogen biosynthetic process","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"IRS2/SORBS1",2
"GO:0009250","BP","GO:0009250","glucan biosynthetic process","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"IRS2/SORBS1",2
"GO:0032881","BP","GO:0032881","regulation of polysaccharide metabolic process","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"IRS2/SORBS1",2
"GO:0048483","BP","GO:0048483","autonomic nervous system development","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"GDNF/ADARB1",2
"GO:0055078","BP","GO:0055078","sodium ion homeostasis","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"CORIN/SCN7A",2
"GO:0085029","BP","GO:0085029","extracellular matrix assembly","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"RGCC/GPM6B",2
"GO:0097028","BP","GO:0097028","dendritic cell differentiation","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"TGFBR2/BATF3",2
"GO:1902622","BP","GO:1902622","regulation of neutrophil migration","2/238","46/18870",0.11437193223504,0.383903648681629,0.326161060868596,"RAC3/DAPK2",2
"GO:0015833","BP","GO:0015833","peptide transport","6/238","262/18870",0.114924360030057,0.383903648681629,0.326161060868596,"IRS2/FOXO1/INHBB/LEP/CHD7/MYRIP",6
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","8/238","385/18870",0.115229811682039,0.383903648681629,0.326161060868596,"ACSL1/TJP2/CTPS1/ACSS1/PRKAG2/GUCY2D/PDK4/ACOT4",8
"GO:0035264","BP","GO:0035264","multicellular organism growth","4/238","147/18870",0.115578437200974,0.383903648681629,0.326161060868596,"PKDCC/ADARB1/COMP/CHD7",4
"GO:0043543","BP","GO:0043543","protein acylation","4/238","147/18870",0.115578437200974,0.383903648681629,0.326161060868596,"GLUL/KLF15/FOXO1/ZDHHC23",4
"GO:0048704","BP","GO:0048704","embryonic skeletal system morphogenesis","3/238","94/18870",0.115841084139096,0.383903648681629,0.326161060868596,"TGFBR2/COL11A1/NOG",3
"GO:0051492","BP","GO:0051492","regulation of stress fiber assembly","3/238","94/18870",0.115841084139096,0.383903648681629,0.326161060868596,"PIK3R1/RGCC/SERPINF2",3
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","5/238","204/18870",0.116424838240858,0.383903648681629,0.326161060868596,"MYADM/DAAM2/NAV3/CDC42EP3/TPPP",5
"GO:0046633","BP","GO:0046633","alpha-beta T cell proliferation","2/238","47/18870",0.118505124589383,0.383903648681629,0.326161060868596,"TGFBR2/PTPN22",2
"GO:0051353","BP","GO:0051353","positive regulation of oxidoreductase activity","2/238","47/18870",0.118505124589383,0.383903648681629,0.326161060868596,"GCH1/GDNF",2
"GO:0060043","BP","GO:0060043","regulation of cardiac muscle cell proliferation","2/238","47/18870",0.118505124589383,0.383903648681629,0.326161060868596,"CITED2/NOG",2
"GO:0072583","BP","GO:0072583","clathrin-dependent endocytosis","2/238","47/18870",0.118505124589383,0.383903648681629,0.326161060868596,"STON1/DNAJC6",2
"GO:0014033","BP","GO:0014033","neural crest cell differentiation","3/238","95/18870",0.118567309636662,0.383903648681629,0.326161060868596,"CITED2/GDNF/FRZB",3
"GO:0045638","BP","GO:0045638","negative regulation of myeloid cell differentiation","3/238","95/18870",0.118567309636662,0.383903648681629,0.326161060868596,"ZBTB16/FSTL3/PIK3R1",3
"GO:1990874","BP","GO:1990874","vascular associated smooth muscle cell proliferation","3/238","95/18870",0.118567309636662,0.383903648681629,0.326161060868596,"ADAMTS1/NR4A3/HTR1B",3
"GO:0001514","BP","GO:0001514","selenocysteine incorporation","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"DIO2",1
"GO:0001820","BP","GO:0001820","serotonin secretion","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"HTR1B",1
"GO:0001886","BP","GO:0001886","endothelial cell morphogenesis","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"STC1",1
"GO:0002934","BP","GO:0002934","desmosome organization","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"PKP2",1
"GO:0003418","BP","GO:0003418","growth plate cartilage chondrocyte differentiation","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"TGFBR2",1
"GO:0006104","BP","GO:0006104","succinyl-CoA metabolic process","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"ACOT4",1
"GO:0006451","BP","GO:0006451","translational readthrough","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"DIO2",1
"GO:0006560","BP","GO:0006560","proline metabolic process","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"PRODH",1
"GO:0006868","BP","GO:0006868","glutamine transport","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0008343","BP","GO:0008343","adult feeding behavior","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0009155","BP","GO:0009155","purine deoxyribonucleotide catabolic process","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"SAMHD1",1
"GO:0014745","BP","GO:0014745","negative regulation of muscle adaptation","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"FOXO1",1
"GO:0015820","BP","GO:0015820","leucine transport","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"SLC7A6",1
"GO:0021561","BP","GO:0021561","facial nerve development","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"ADARB1",1
"GO:0021610","BP","GO:0021610","facial nerve morphogenesis","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"ADARB1",1
"GO:0022400","BP","GO:0022400","regulation of rhodopsin mediated signaling pathway","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"GUCY2D",1
"GO:0030953","BP","GO:0030953","astral microtubule organization","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"TPPP",1
"GO:0032096","BP","GO:0032096","negative regulation of response to food","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0032099","BP","GO:0032099","negative regulation of appetite","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0032105","BP","GO:0032105","negative regulation of response to extracellular stimulus","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0032108","BP","GO:0032108","negative regulation of response to nutrient levels","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0032275","BP","GO:0032275","luteinizing hormone secretion","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0033210","BP","GO:0033210","leptin-mediated signaling pathway","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:0034356","BP","GO:0034356","NAD biosynthesis via nicotinamide riboside salvage pathway","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"NNMT",1
"GO:0035907","BP","GO:0035907","dorsal aorta development","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"DLL4",1
"GO:0038063","BP","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"COL4A3",1
"GO:0042048","BP","GO:0042048","olfactory behavior","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"CHD7",1
"GO:0042135","BP","GO:0042135","neurotransmitter catabolic process","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"MAOA",1
"GO:0042756","BP","GO:0042756","drinking behavior","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"HTR1B",1
"GO:0044650","BP","GO:0044650","adhesion of symbiont to host cell","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"INHBB",1
"GO:0044829","BP","GO:0044829","positive regulation by host of viral genome replication","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"STOM",1
"GO:0060075","BP","GO:0060075","regulation of resting membrane potential","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"KCNK6",1
"GO:0060346","BP","GO:0060346","bone trabecula formation","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"FBN2",1
"GO:0060536","BP","GO:0060536","cartilage morphogenesis","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"STC1",1
"GO:0060717","BP","GO:0060717","chorion development","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"FZD5",1
"GO:0061418","BP","GO:0061418","regulation of transcription from RNA polymerase II promoter in response to hypoxia","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"CITED2",1
"GO:0070432","BP","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"PTPN22",1
"GO:0090184","BP","GO:0090184","positive regulation of kidney development","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"NOG",1
"GO:1901750","BP","GO:1901750","leukotriene D4 biosynthetic process","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"GGT5",1
"GO:1903044","BP","GO:1903044","protein localization to membrane raft","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"MYADM",1
"GO:1904729","BP","GO:1904729","regulation of intestinal lipid absorption","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"LEP",1
"GO:1904749","BP","GO:1904749","regulation of protein localization to nucleolus","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"GLUL",1
"GO:1990504","BP","GO:1990504","dense core granule exocytosis","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"CADPS2",1
"GO:2000048","BP","GO:2000048","negative regulation of cell-cell adhesion mediated by cadherin","1/238","10/18870",0.119229987806409,0.383903648681629,0.326161060868596,"RGCC",1
